,artifact_url,star_count,fork_count,language
0,https://github.com/facebook/react,230433,47194,JavaScript
1,https://github.com/vuejs/vue,208167,33674,TypeScript
2,https://github.com/electron/electron,114756,15612,C++
3,https://github.com/axios/axios,105964,10975,JavaScript
4,https://github.com/facebook/create-react-app,102890,26900,JavaScript
5,https://github.com/microsoft/typescript,101478,12550,TypeScript
6,https://github.com/puppeteer/puppeteer,89091,9100,TypeScript
7,https://github.com/fortawesome/font-awesome,74426,12208,JavaScript
8,https://github.com/expressjs/express,65893,16673,JavaScript
9,https://github.com/webpack/webpack,64889,8887,JavaScript
10,https://github.com/lodash/lodash,59961,7063,JavaScript
11,https://github.com/jquery/jquery,59279,20579,JavaScript
12,https://github.com/facebook/docusaurus,57179,8620,TypeScript
13,https://github.com/remix-run/react-router,53490,10364,TypeScript
14,https://github.com/prettier/prettier,49621,4394,JavaScript
15,https://github.com/definitelytyped/definitelytyped,48859,30214,TypeScript
16,https://github.com/vuejs/core,48068,8384,TypeScript
17,https://github.com/ethereum/go-ethereum,47899,20285,Go
18,https://github.com/jestjs/jest,44353,6473,TypeScript
19,https://github.com/pandas-dev/pandas,44031,18075,Python
20,https://github.com/babel/babel,43311,5652,TypeScript
21,https://github.com/yarnpkg/yarn,41461,2731,JavaScript
22,https://github.com/microsoft/monaco-editor,40777,3616,JavaScript
23,https://github.com/evanw/esbuild,38317,1165,Go
24,https://github.com/lerna/lerna,35766,2261,TypeScript
25,https://github.com/gulpjs/gulp,33032,4225,JavaScript
26,https://github.com/immutable-js/immutable-js,32983,1786,TypeScript
27,https://github.com/fastify/fastify,32608,2325,JavaScript
28,https://github.com/swc-project/swc,31369,1238,Rust
29,https://github.com/reactivex/rxjs,30854,3005,TypeScript
30,https://github.com/vercel/swr,30713,1227,TypeScript
31,https://github.com/floating-ui/floating-ui,30308,1617,TypeScript
32,https://github.com/postcss/postcss,28573,1565,TypeScript
33,https://github.com/numpy/numpy,28330,10207,Python
34,https://github.com/caolan/async,28206,2443,JavaScript
35,https://github.com/immerjs/immer,27852,852,JavaScript
36,https://github.com/tokio-rs/tokio,27343,2506,Rust
37,https://github.com/tj/commander.js,26867,1726,JavaScript
38,https://github.com/rollup/rollup,25450,1536,JavaScript
39,https://github.com/eslint/eslint,25232,4576,JavaScript
40,https://github.com/openzeppelin/openzeppelin-contracts,25091,11843,Solidity
41,https://github.com/ai/nanoid,24796,796,JavaScript
42,https://github.com/zloirock/core-js,24653,1660,JavaScript
43,https://github.com/nrwl/nx,23965,2387,TypeScript
44,https://github.com/ethereum/solidity,23551,5828,C++
45,https://github.com/google/flatbuffers,23479,3263,C++
46,https://github.com/mochajs/mocha,22646,3019,JavaScript
47,https://github.com/redux-saga/redux-saga,22532,1974,JavaScript
48,https://github.com/chalk/chalk,22039,897,JavaScript
49,https://github.com/websockets/ws,21837,2443,JavaScript
50,https://github.com/postcss/autoprefixer,21742,1258,JavaScript
51,https://github.com/petkaantonov/bluebird,20448,2334,JavaScript
52,https://github.com/sboudrias/inquirer.js,20382,1303,TypeScript
53,https://github.com/tokio-rs/axum,19592,1077,Rust
54,https://github.com/web3/web3.js,19450,4974,TypeScript
55,https://github.com/motdotla/dotenv,19303,863,JavaScript
56,https://github.com/lit/lit,18939,936,TypeScript
57,https://github.com/facebook/relay,18433,1835,Rust
58,https://github.com/handlebars-lang/handlebars.js,18055,2043,JavaScript
59,https://github.com/mdx-js/mdx,17840,1138,JavaScript
60,https://github.com/emotion-js/emotion,17554,1112,JavaScript
61,https://github.com/radix-ui/primitives,16065,846,TypeScript
62,https://github.com/biomejs/biome,15845,495,Rust
63,https://github.com/typescript-eslint/typescript-eslint,15364,2749,TypeScript
64,https://github.com/microsoft/onnxruntime,14987,2956,C++
65,https://github.com/uuidjs/uuid,14681,907,TypeScript
66,https://github.com/hyperium/hyper,14677,1605,Rust
67,https://github.com/sindresorhus/type-fest,14538,552,TypeScript
68,https://github.com/clap-rs/clap,14466,1055,Rust
69,https://github.com/sindresorhus/got,14348,942,TypeScript
70,https://github.com/formatjs/formatjs,14345,1362,TypeScript
71,https://github.com/shelljs/shelljs,14271,733,JavaScript
72,https://github.com/ajv-validator/ajv,13919,880,TypeScript
73,https://github.com/electron-userland/electron-builder,13751,1749,TypeScript
74,https://github.com/clauderic/dnd-kit,13395,661,TypeScript
75,https://github.com/remarkjs/react-markdown,13354,881,JavaScript
76,https://github.com/vitest-dev/vitest,13249,1205,TypeScript
77,https://github.com/mishoo/uglifyjs,13199,1246,JavaScript
78,https://github.com/browserslist/browserslist,13065,720,JavaScript
79,https://github.com/vercel/vercel,13004,2324,TypeScript
80,https://github.com/typestrong/ts-node,12938,534,TypeScript
81,https://github.com/rust-lang/cargo,12909,2441,Rust
82,https://github.com/diesel-rs/diesel,12878,1087,Rust
83,https://github.com/facebook/watchman,12815,996,C++
84,https://github.com/rayon-rs/rayon,11211,506,Rust
85,https://github.com/debug-js/debug,11174,976,JavaScript
86,https://github.com/yargs/yargs,11125,993,JavaScript
87,https://github.com/paulmillr/chokidar,11084,585,JavaScript
88,https://github.com/gcanti/fp-ts,10909,504,TypeScript
89,https://github.com/dotansimha/graphql-code-generator,10883,1341,TypeScript
90,https://github.com/acornjs/acorn,10670,890,JavaScript
91,https://github.com/microsoft/windows-rs,10608,506,Rust
92,https://github.com/gregberge/svgr,10598,424,TypeScript
93,https://github.com/shikijs/shiki,10486,379,TypeScript
94,https://github.com/quic-go/quic-go,10233,1328,Go
95,https://github.com/hyperium/tonic,10173,1029,Rust
96,https://github.com/nodejs/node-gyp,9996,1800,Python
97,https://github.com/jprichardson/node-fs-extra,9486,1874,JavaScript
98,https://github.com/serde-rs/serde,9244,785,Rust
99,https://github.com/webdriverio/webdriverio,9117,2523,TypeScript
100,https://github.com/node-fetch/node-fetch,8805,1025,JavaScript
101,https://github.com/ljharb/qs,8595,732,JavaScript
102,https://github.com/npm/cli,8553,3214,JavaScript
103,https://github.com/isaacs/node-glob,8528,480,TypeScript
104,https://github.com/remix-run/history,8301,961,JavaScript
105,https://github.com/kpdecker/jsdiff,8246,505,JavaScript
106,https://github.com/pillarjs/path-to-regexp,8232,387,TypeScript
107,https://github.com/chaijs/chai,8157,698,JavaScript
108,https://github.com/google/pprof,8074,612,Go
109,https://github.com/getsentry/sentry-javascript,8039,1595,TypeScript
110,https://github.com/ethers-io/ethers.js,8025,1879,TypeScript
111,https://github.com/conventional-changelog/conventional-changelog,7901,713,TypeScript
112,https://github.com/rustwasm/wasm-bindgen,7890,1082,Rust
113,https://github.com/typestrong/typedoc,7814,709,TypeScript
114,https://github.com/webpack/webpack-dev-server,7804,1444,JavaScript
115,https://github.com/remarkjs/remark,7776,359,JavaScript
116,https://github.com/enquirer/enquirer,7717,285,JavaScript
117,https://github.com/aws/aws-sdk-js,7603,1545,JavaScript
118,https://github.com/crossbeam-rs/crossbeam,7529,473,Rust
119,https://github.com/yarnpkg/berry,7498,1121,TypeScript
120,https://github.com/ipfs/js-ipfs,7443,1249,JavaScript
121,https://github.com/nomicfoundation/hardhat,7379,1434,TypeScript
122,https://github.com/jquery/esprima,7067,786,TypeScript
123,https://github.com/sindresorhus/execa,6914,222,JavaScript
124,https://github.com/mikemcl/bignumber.js,6733,741,JavaScript
125,https://github.com/gcanti/io-ts,6714,328,TypeScript
126,https://github.com/json5/json5,6665,250,JavaScript
127,https://github.com/electron/forge,6530,522,TypeScript
128,https://github.com/tsconfig/bases,6445,241,TypeScript
129,https://github.com/tokio-rs/mio,6425,739,Rust
130,https://github.com/nodejs/undici,6401,559,JavaScript
131,https://github.com/google/gopacket,6376,1138,Go
132,https://github.com/nodeca/js-yaml,6325,775,JavaScript
133,https://github.com/napi-rs/napi-rs,6224,281,Rust
134,https://github.com/unjs/consola,6190,178,TypeScript
135,https://github.com/libp2p/go-libp2p,6133,1086,Go
136,https://github.com/angus-c/just,6075,209,JavaScript
137,https://github.com/expressjs/cors,6071,471,JavaScript
138,https://github.com/microsoft/rushstack,5970,603,TypeScript
139,https://github.com/vuejs/language-tools,5895,411,TypeScript
140,https://github.com/isaacs/rimraf,5683,252,TypeScript
141,https://github.com/nodeca/pako,5627,791,JavaScript
142,https://github.com/istanbuljs/nyc,5621,359,JavaScript
143,https://github.com/import-js/eslint-plugin-import,5588,1567,JavaScript
144,https://github.com/tokio-rs/tracing,5567,731,Rust
145,https://github.com/prettier/eslint-config-prettier,5506,252,JavaScript
146,https://github.com/expressjs/body-parser,5454,727,JavaScript
147,https://github.com/prometheus/client_golang,5450,1189,Go
148,https://github.com/rust-lang/futures-rs,5446,631,Rust
149,https://github.com/lukeed/polka,5432,174,JavaScript
150,https://github.com/google/uuid,5395,372,Go
151,https://github.com/isaacs/node-lru-cache,5391,353,TypeScript
152,https://github.com/open-telemetry/opentelemetry-go,5391,1088,Go
153,https://github.com/ardatan/graphql-tools,5357,818,TypeScript
154,https://github.com/boa-dev/boa,5245,402,Rust
155,https://github.com/marak/colors.js,5175,449,JavaScript
156,https://github.com/vercel/ms,5172,265,TypeScript
157,https://github.com/npm/node-semver,5130,492,JavaScript
158,https://github.com/ethereum/web3.py,5077,1721,Python
159,https://github.com/algolia/autocomplete,5067,332,TypeScript
160,https://github.com/actions/toolkit,5055,1462,TypeScript
161,https://github.com/serde-rs/json,4937,565,Rust
162,https://github.com/vyperlang/vyper,4928,806,Python
163,https://github.com/babel/babel-loader,4831,451,JavaScript
164,https://github.com/cssnano/cssnano,4808,319,CSS
165,https://github.com/microsoft/tsdoc,4761,134,TypeScript
166,https://github.com/bheisler/criterion.rs,4689,315,Rust
167,https://github.com/libp2p/rust-libp2p,4658,977,Rust
168,https://github.com/dtolnay/thiserror,4592,164,Rust
169,https://github.com/rust-lang/rust-bindgen,4529,706,Rust
170,https://github.com/facebook/prop-types,4482,1355,JavaScript
171,https://github.com/hashicorp/golang-lru,4399,502,Go
172,https://github.com/deckarep/golang-set,4282,278,Go
173,https://github.com/google/go-cmp,4251,210,Go
174,https://github.com/unjs/ofetch,4238,128,TypeScript
175,https://github.com/hickory-dns/hickory-dns,4123,471,Rust
176,https://github.com/level/levelup,4085,267,JavaScript
177,https://github.com/paradigmxyz/reth,4061,1269,Rust
178,https://github.com/algolia/docsearch,4040,391,TypeScript
179,https://github.com/prometheus/client_python,4012,801,Python
180,https://github.com/tokio-rs/prost,3994,516,Rust
181,https://github.com/google/btree,3972,421,Go
182,https://github.com/cosmiconfig/cosmiconfig,3969,134,TypeScript
183,https://github.com/plotters-rs/plotters,3935,284,Rust
184,https://github.com/quinn-rs/quinn,3902,400,Rust
185,https://github.com/facebook/regenerator,3834,1160,JavaScript
186,https://github.com/unjs/h3,3770,223,TypeScript
187,https://github.com/webpack/tapable,3754,399,JavaScript
188,https://github.com/fortawesome/react-fontawesome,3691,265,JavaScript
189,https://github.com/inikulin/parse5,3686,236,TypeScript
190,https://github.com/rollup/plugins,3655,592,JavaScript
191,https://github.com/tower-rs/tower,3579,281,Rust
192,https://github.com/rust-lang/regex,3577,445,Rust
193,https://github.com/mozilla/source-map,3575,361,JavaScript
194,https://github.com/fastify/fast-json-stringify,3522,208,JavaScript
195,https://github.com/sindresorhus/p-queue,3502,187,TypeScript
196,https://github.com/prysmaticlabs/prysm,3488,1037,Go
197,https://github.com/mathiasbynens/he,3464,253,JavaScript
198,https://github.com/typestrong/ts-loader,3461,431,TypeScript
199,https://github.com/prettier/eslint-plugin-prettier,3353,187,JavaScript
200,https://github.com/primus/eventemitter3,3352,227,JavaScript
201,https://github.com/isaacs/minimatch,3311,247,JavaScript
202,https://github.com/nodejs/nan,3293,505,C++
203,https://github.com/rusqlite/rusqlite,3273,372,Rust
204,https://github.com/sindresorhus/open,3210,225,JavaScript
205,https://github.com/erigontech/erigon,3165,1150,Go
206,https://github.com/ashtuchkin/iconv-lite,3091,283,JavaScript
207,https://github.com/sigp/lighthouse,2987,776,Rust
208,https://github.com/visionmedia/node-progress,2979,222,JavaScript
209,https://github.com/babel/babel-eslint,2966,208,JavaScript
210,https://github.com/yahoo/serialize-javascript,2832,182,JavaScript
211,https://github.com/micromatch/micromatch,2812,167,JavaScript
212,https://github.com/amanieu/parking_lot,2786,218,Rust
213,https://github.com/open-telemetry/opentelemetry-js,2781,821,TypeScript
214,https://github.com/expressjs/compression,2775,240,JavaScript
215,https://github.com/aws/aws-sdk-go-v2,2704,652,Go
216,https://github.com/jaredwray/keyv,2666,152,TypeScript
217,https://github.com/estools/escodegen,2665,334,JavaScript
218,https://github.com/mozilla/bleach,2660,250,Python
219,https://github.com/wevm/viem,2620,889,TypeScript
220,https://github.com/ethereumjs/ethereumjs-monorepo,2610,765,TypeScript
221,https://github.com/electron/asar,2587,250,TypeScript
222,https://github.com/mrmlnc/fast-glob,2574,113,JavaScript
223,https://github.com/webpack/webpack-cli,2569,605,JavaScript
224,https://github.com/sindresorhus/globby,2542,130,JavaScript
225,https://github.com/gakonst/ethers-rs,2513,794,Rust
226,https://github.com/ethereum/remix-project,2511,983,TypeScript
227,https://github.com/webpack/webpack-dev-middleware,2501,376,JavaScript
228,https://github.com/rust-lang/hashbrown,2493,291,Rust
229,https://github.com/burntsushi/quickcheck,2442,150,Rust
230,https://github.com/rich-harris/magic-string,2406,115,JavaScript
231,https://github.com/libp2p/js-libp2p,2353,447,TypeScript
232,https://github.com/google/cel-go,2331,226,Go
233,https://github.com/unjs/magicast,2317,39,TypeScript
234,https://github.com/form-data/form-data,2293,293,JavaScript
235,https://github.com/blakeembrey/change-case,2293,97,TypeScript
236,https://github.com/eslint/js,2292,196,JavaScript
237,https://github.com/yomguithereal/mnemonist,2287,92,JavaScript
238,https://github.com/ethereum/py-evm,2282,657,Python
239,https://github.com/rust-lang/log,2237,258,Rust
240,https://github.com/broofa/mime,2192,319,TypeScript
241,https://github.com/nodejs/node-addon-api,2192,464,C++
242,https://github.com/tokio-rs/loom,2175,111,Rust
243,https://github.com/evanw/node-source-map-support,2162,224,JavaScript
244,https://github.com/rust-lang/libc,2124,1047,Rust
245,https://github.com/alexei/sprintf.js,2114,290,JavaScript
246,https://github.com/josdejong/workerpool,2106,148,JavaScript
247,https://github.com/azure/azure-sdk-for-js,2099,1209,TypeScript
248,https://github.com/sindresorhus/p-limit,2080,108,JavaScript
249,https://github.com/unjs/webpackbar,2075,66,TypeScript
250,https://github.com/cthackers/adm-zip,2065,374,JavaScript
251,https://github.com/hashicorp/go-retryablehttp,2020,257,Go
252,https://github.com/google/go-querystring,2007,174,Go
253,https://github.com/typestrong/fork-ts-checker-webpack-plugin,1958,244,TypeScript
254,https://github.com/facebook/fbjs,1955,311,JavaScript
255,https://github.com/tokio-rs/bytes,1940,290,Rust
256,https://github.com/unjs/jiti,1936,63,TypeScript
257,https://github.com/epoberezkin/fast-deep-equal,1920,105,JavaScript
258,https://github.com/dominictarr/jsonstream,1918,165,JavaScript
259,https://github.com/rustcrypto/hashes,1908,256,Rust
260,https://github.com/mozilla/hawk,1906,169,JavaScript
261,https://github.com/unjs/unstorage,1906,139,TypeScript
262,https://github.com/rvagg/through2,1902,106,JavaScript
263,https://github.com/safe-global/safe-smart-account,1896,940,TypeScript
264,https://github.com/microsoft/debugpy,1893,142,Python
265,https://github.com/rust-lang/cc-rs,1886,459,Rust
266,https://github.com/rust-phf/rust-phf,1854,119,Rust
267,https://github.com/retep998/winapi-rs,1850,393,Rust
268,https://github.com/cespare/xxhash,1845,125,Go
269,https://github.com/micromark/micromark,1841,65,JavaScript
270,https://github.com/peternator7/strum,1833,152,Rust
271,https://github.com/dividab/tsconfig-paths,1829,104,TypeScript
272,https://github.com/feross/buffer,1814,237,JavaScript
273,https://github.com/dchest/tweetnacl-js,1795,295,JavaScript
274,https://github.com/browserify/watchify,1789,182,JavaScript
275,https://github.com/hughsk/flat,1789,196,JavaScript
276,https://github.com/rustwasm/gloo,1788,147,Rust
277,https://github.com/mathiasbynens/emoji-regex,1773,173,JavaScript
278,https://github.com/jeltef/derive_more,1765,124,Rust
279,https://github.com/indutny/elliptic,1712,399,JavaScript
280,https://github.com/babel/babylon,1710,258,JavaScript
281,https://github.com/rust-random/rand,1690,432,Rust
282,https://github.com/bluealloy/revm,1687,578,Rust
283,https://github.com/sindresorhus/is,1687,113,TypeScript
284,https://github.com/babel/babelify,1681,114,JavaScript
285,https://github.com/lquixada/cross-fetch,1674,105,JavaScript
286,https://github.com/jaredwray/cacheable,1661,171,TypeScript
287,https://github.com/azure/azure-sdk-for-go,1653,848,Go
288,https://github.com/google/zerocopy,1639,105,Rust
289,https://github.com/lukeed/kleur,1631,47,JavaScript
290,https://github.com/mathiasbynens/punycode.js,1609,159,JavaScript
291,https://github.com/jorgebucaran/colorette,1604,51,JavaScript
292,https://github.com/level/level,1577,106,JavaScript
293,https://github.com/eth-infinitism/account-abstraction,1574,664,Solidity
294,https://github.com/sindresorhus/boxen,1551,58,JavaScript
295,https://github.com/coinbase/coinbase-wallet-sdk,1509,579,TypeScript
296,https://github.com/jshttp/http-errors,1506,115,JavaScript
297,https://github.com/sindresorhus/pify,1505,67,JavaScript
298,https://github.com/google/gofuzz,1494,118,Go
299,https://github.com/microsoft/vscode-languageserver-node,1492,327,TypeScript
300,https://github.com/microsoft/node-pty,1487,249,TypeScript
301,https://github.com/walletconnect/walletconnect-monorepo,1475,722,TypeScript
302,https://github.com/ethereum/solc-js,1464,478,TypeScript
303,https://github.com/ricmoo/aes-js,1454,273,JavaScript
304,https://github.com/huggingface/huggingface.js,1442,245,TypeScript
305,https://github.com/chaijs/chai-as-promised,1422,108,JavaScript
306,https://github.com/sfackler/rust-openssl,1419,756,Rust
307,https://github.com/expressjs/serve-static,1400,230,JavaScript
308,https://github.com/unicode-org/icu4x,1392,182,Rust
309,https://github.com/hyperium/h2,1387,282,Rust
310,https://github.com/alexeyraspopov/picocolors,1384,45,JavaScript
311,https://github.com/postcss/postcss-import,1380,115,JavaScript
312,https://github.com/lukeed/dequal,1378,28,JavaScript
313,https://github.com/sindresorhus/p-map,1374,60,JavaScript
314,https://github.com/servo/rust-smallvec,1368,146,Rust
315,https://github.com/jshttp/cookie,1366,160,TypeScript
316,https://github.com/tikv/pprof-rs,1355,108,Rust
317,https://github.com/jshttp/mime-types,1343,129,JavaScript
318,https://github.com/servo/rust-url,1337,333,Rust
319,https://github.com/algolia/algoliasearch-client-javascript,1333,222,TypeScript
320,https://github.com/eemeli/yaml,1321,117,TypeScript
321,https://github.com/omnidan/node-emoji,1319,241,TypeScript
322,https://github.com/yuzujs/setimmediate,1291,106,JavaScript
323,https://github.com/gulpjs/vinyl,1282,105,JavaScript
324,https://github.com/streetsidesoftware/cspell,1279,104,TypeScript
325,https://github.com/isaacs/node-graceful-fs,1275,148,JavaScript
326,https://github.com/microsoft/tslib,1268,131,TypeScript
327,https://github.com/vercel/arg,1245,53,JavaScript
328,https://github.com/tim-kos/node-retry,1234,80,JavaScript
329,https://github.com/zertosh/invariant,1223,70,JavaScript
330,https://github.com/chainsafe/lodestar,1216,306,TypeScript
331,https://github.com/indutny/bn.js,1206,153,JavaScript
332,https://github.com/wighawag/hardhat-deploy,1206,297,TypeScript
333,https://github.com/jprichardson/node-jsonfile,1205,331,JavaScript
334,https://github.com/hyperium/http,1174,299,Rust
335,https://github.com/unjs/destr,1167,16,TypeScript
336,https://github.com/napi-rs/node-rs,1167,34,Rust
337,https://github.com/ensdomains/ens,1161,514,JavaScript
338,https://github.com/nlkitai/nlux,1151,64,TypeScript
339,https://github.com/time-rs/time,1129,283,Rust
340,https://github.com/jshttp/mime-db,1121,261,JavaScript
341,https://github.com/bitcoinjs/bip39,1109,446,JavaScript
342,https://github.com/moxystudio/node-cross-spawn,1103,98,JavaScript
343,https://github.com/tikv/rust-prometheus,1081,188,Rust
344,https://github.com/unjs/defu,1078,23,TypeScript
345,https://github.com/lukeed/sirv,1076,59,JavaScript
346,https://github.com/unjs/untun,1072,17,TypeScript
347,https://github.com/unjs/ufo,1064,44,TypeScript
348,https://github.com/webreflection/flatted,1051,47,JavaScript
349,https://github.com/protofire/solhint,1049,165,JavaScript
350,https://github.com/teddriggs/darling,1045,68,Rust
351,https://github.com/nodejs/readable-stream,1033,229,JavaScript
352,https://github.com/electron/rebuild,1032,175,TypeScript
353,https://github.com/servo/core-foundation-rs,1031,224,Rust
354,https://github.com/unshiftio/url-parse,1030,105,JavaScript
355,https://github.com/istanbuljs/istanbuljs,1019,237,JavaScript
356,https://github.com/dominictarr/rc,1017,97,JavaScript
357,https://github.com/openzeppelin/openzeppelin-contracts-upgradeable,1005,438,JavaScript
358,https://github.com/ethereumjs/ethereumjs-wallet,989,297,TypeScript
359,https://github.com/sc-forks/solidity-coverage,984,269,JavaScript
360,https://github.com/micromatch/picomatch,975,57,JavaScript
361,https://github.com/gulpjs/vinyl-fs,972,155,JavaScript
362,https://github.com/salesforce/tough-cookie,972,210,TypeScript
363,https://github.com/tootallnate/proxy-agents,959,248,TypeScript
364,https://github.com/microsoft/go-winio,957,184,Go
365,https://github.com/fastify/fastify-swagger,956,210,JavaScript
366,https://github.com/estools/estraverse,947,131,JavaScript
367,https://github.com/mcollina/fastq,946,47,JavaScript
368,https://github.com/eslint-community/eslint-plugin-promise,943,91,JavaScript
369,https://github.com/rust-lang/flate2-rs,936,163,Rust
370,https://github.com/webpack/enhanced-resolve,931,190,JavaScript
371,https://github.com/getsentry/sentry-go,931,215,Go
